price,location_id_real,location_id_aggregated,year,quarter,is_real
7.0,32,,2022,1 ,true
13.5,32,,2022,1 ,true
23.2,32,,2022,1 ,true
15.0,32,,2022,1 ,true
17.9,32,,2022,1 ,true
4.5,32,,2022,1 ,true
19.1,32,,2022,1 ,true
10.3,32,,2022,1 ,true
17.4,32,,2022,1 ,true
6.8,32,,2022,1 ,true
19.3,32,,2022,1 ,true
7.8,32,,2022,1 ,true
13.6,32,,2022,1 ,true
12.9,32,,2022,1 ,true
6.4,32,,2022,1 ,true
10.3,32,,2022,1 ,true
16.9,32,,2022,1 ,true
14.2,32,,2022,1 ,true
110.0,32,,2022,1 ,true
,32,,2022,1 ,true
169.47,0,,2022,2 ,true
133.17,1,,2022,2 ,true
167.58,2,,2022,2 ,true
106.35,3,,2022,2 ,true
217.2,4,,2022,2 ,true
166.6,5,,2022,2 ,true
142.51,6,,2022,2 ,true
144.91,7,,2022,2 ,true
144.91,,0,2022,2 ,false
145.01,,1,2022,2 ,false
189.36,8,,2022,2 ,true
141.71,9,,2022,2 ,true
148.12,10,,2022,2 ,true
148.91,,2,2022,2 ,false
113.81,11,,2022,2 ,true
130.83,12,,2022,2 ,true
157.94,13,,2022,2 ,true
255.23,14,,2022,2 ,true
161.89,15,,2022,2 ,true
211.23,16,,2022,2 ,true
108.1,17,,2022,2 ,true
193.91,18,,2022,2 ,true
188.4,19,,2022,2 ,true
185.56,20,,2022,2 ,true
144.63,21,,2022,2 ,true
188.33,22,,2022,2 ,true
147.68,23,,2022,2 ,true
163.5,24,,2022,2 ,true
188.31,25,,2022,2 ,true
144.94,26,,2022,2 ,true
142.86,27,,2022,2 ,true
172.56,28,,2022,2 ,true
175.62,29,,2022,2 ,true
582.4,30,,2022,2 ,true
,31,,2022,2 ,true
2.1,31,,2022,2 ,true
1.3,31,,2022,2 ,true
3.1,31,,2022,2 ,true
2.7,32,,2022,2 ,true
2.3,32,,2022,2 ,true
3.4,32,,2022,2 ,true
2.1,32,,2022,2 ,true
1.3,32,,2022,2 ,true
2.2,32,,2022,2 ,true
2.2,,2,2022,2 ,false
2.2,,2,2022,2 ,false
8.0,32,,2022,2 ,true
1.9,32,,2022,2 ,true
2.3,32,,2022,2 ,true
2.3,,2,2022,2 ,false
1.4,32,,2022,2 ,true
1.7,32,,2022,2 ,true
3.7,32,,2022,2 ,true
5.7,32,,2022,2 ,true
1.8,32,,2022,2 ,true
7.7,32,,2022,2 ,true
2.3,32,,2022,2 ,true
5.9,32,,2022,2 ,true
2.2,32,,2022,2 ,true
5.4,32,,2022,2 ,true
3.5,32,,2022,2 ,true
2.9,32,,2022,2 ,true
2.1,32,,2022,2 ,true
2.0,32,,2022,2 ,true
3.1,32,,2022,2 ,true
3.7,32,,2022,2 ,true
0.5,32,,2022,2 ,true
3.5,32,,2022,2 ,true
5.5,32,,2022,2 ,true
35.2,32,,2022,2 ,true
,32,,2022,2 ,true
12.3,32,,2022,2 ,true
5.9,32,,2022,2 ,true
14.6,32,,2022,2 ,true
7.5,32,,2022,2 ,true
2.0,32,,2022,2 ,true
22.3,32,,2022,2 ,true
9.7,32,,2022,2 ,true
2.6,32,,2022,2 ,true
9.2,32,,2022,2 ,true
9.2,,2,2022,2 ,false
9.2,,2,2022,2 ,false
27.4,32,,2022,2 ,true
8.1,32,,2022,2 ,true
9.8,32,,2022,2 ,true
9.8,,2,2022,2 ,false
2.4,32,,2022,2 ,true
7.1,32,,2022,2 ,true
13.6,32,,2022,2 ,true
24.9,32,,2022,2 ,true
14.3,32,,2022,2 ,true
20.7,32,,2022,2 ,true
5.2,32,,2022,2 ,true
22.1,32,,2022,2 ,true
11.7,32,,2022,2 ,true
16.3,32,,2022,2 ,true
7.6,32,,2022,2 ,true
18.1,32,,2022,2 ,true
6.7,32,,2022,2 ,true
12.4,32,,2022,2 ,true
13.2,32,,2022,2 ,true
8.5,32,,2022,2 ,true
7.1,32,,2022,2 ,true
15.6,32,,2022,2 ,true
16.6,32,,2022,2 ,true
160.7,32,,2022,2 ,true
,32,,2022,2 ,true
174.91,0,,2022,3 ,true
136.33,1,,2022,3 ,true
174.43,2,,2022,3 ,true
112.51,3,,2022,3 ,true
219.4,4,,2022,3 ,true
165.0,5,,2022,3 ,true
137.48,6,,2022,3 ,true
146.07,7,,2022,3 ,true
146.07,,0,2022,3 ,false
146.19,,1,2022,3 ,false
190.94,8,,2022,3 ,true
144.15,9,,2022,3 ,true
149.2,10,,2022,3 ,true
150.0,,2,2022,3 ,false
112.41,11,,2022,3 ,true
134.34,12,,2022,3 ,true
162.44,13,,2022,3 ,true
261.44,14,,2022,3 ,true
166.47,15,,2022,3 ,true
224.47,16,,2022,3 ,true
106.9,17,,2022,3 ,true
199.7,18,,2022,3 ,true
192.3,19,,2022,3 ,true
187.79,20,,2022,3 ,true
146.23,21,,2022,3 ,true
189.33,22,,2022,3 ,true
147.93,23,,2022,3 ,true
167.38,24,,2022,3 ,true
193.82,25,,2022,3 ,true
143.2,26,,2022,3 ,true
138.46,27,,2022,3 ,true
176.67,28,,2022,3 ,true
180.61,29,,2022,3 ,true
712.5,30,,2022,3 ,true
,31,,2022,3 ,true
3.2,31,,2022,3 ,true
2.4,31,,2022,3 ,true
4.1,31,,2022,3 ,true
1.2,32,,2022,3 ,true
5.8,32,,2022,3 ,true
1.0,32,,2022,3 ,true
-1.0,32,,2022,3 ,true
-3.5,32,,2022,3 ,true
0.8,32,,2022,3 ,true
0.8,,2,2022,3 ,false
0.8,,2,2022,3 ,false
0.8,32,,2022,3 ,true
1.7,32,,2022,3 ,true
0.7,32,,2022,3 ,true
0.7,,2,2022,3 ,false
-1.2,32,,2022,3 ,true
2.7,32,,2022,3 ,true
2.8,32,,2022,3 ,true
2.4,32,,2022,3 ,true
2.8,32,,2022,3 ,true
6.3,32,,2022,3 ,true
-1.1,32,,2022,3 ,true
3.0,32,,2022,3 ,true
2.1,32,,2022,3 ,true
1.2,32,,2022,3 ,true
1.1,32,,2022,3 ,true
0.5,32,,2022,3 ,true
0.2,32,,2022,3 ,true
2.4,32,,2022,3 ,true
2.9,32,,2022,3 ,true
-1.2,32,,2022,3 ,true
-3.1,32,,2022,3 ,true
2.4,32,,2022,3 ,true
2.8,32,,2022,3 ,true
22.3,32,,2022,3 ,true
,32,,2022,3 ,true
11.9,32,,2022,3 ,true
5.3,32,,2022,3 ,true
15.6,32,,2022,3 ,true
6.3,32,,2022,3 ,true
5.3,32,,2022,3 ,true
15.6,32,,2022,3 ,true
4.3,32,,2022,3 ,true
-2.1,32,,2022,3 ,true
6.6,32,,2022,3 ,true
6.6,,2,2022,3 ,false
6.7,,2,2022,3 ,false
24.2,32,,2022,3 ,true
7.6,32,,2022,3 ,true
7.3,32,,2022,3 ,true
7.3,,2,2022,3 ,false
1.3,32,,2022,3 ,true
6.5,32,,2022,3 ,true
14.8,32,,2022,3 ,true
23.4,32,,2022,3 ,true
11.9,32,,2022,3 ,true
24.1,32,,2022,3 ,true
2.9,32,,2022,3 ,true
19.3,32,,2022,3 ,true
11.0,32,,2022,3 ,true
13.6,32,,2022,3 ,true
6.3,32,,2022,3 ,true
12.1,32,,2022,3 ,true
6.1,32,,2022,3 ,true
12.1,32,,2022,3 ,true
13.1,32,,2022,3 ,true
7.0,32,,2022,3 ,true
1.1,32,,2022,3 ,true
15.4,32,,2022,3 ,true
14.6,32,,2022,3 ,true
189.0,32,,2022,3 ,true
,32,,2022,3 ,true
173.86,0,,2022,4 ,true
135.76,1,,2022,4 ,true
175.14,2,,2022,4 ,true
108.03,3,,2022,4 ,true
214.5,4,,2022,4 ,true
156.7,5,,2022,4 ,true
128.58,6,,2022,4 ,true
143.57,7,,2022,4 ,true
143.57,,0,2022,4 ,false
143.76,,1,2022,4 ,false
191.38,8,,2022,4 ,true
142.99,9,,2022,4 ,true
147.03,10,,2022,4 ,true
147.82,,2,2022,4 ,false
108.56,11,,2022,4 ,true
133.73,12,,2022,4 ,true
170.11,13,,2022,4 ,true
256.24,14,,2022,4 ,true
168.52,15,,2022,4 ,true
227.61,16,,2022,4 ,true
106.9,17,,2022,4 ,true
203.46,18,,2022,4 ,true
189.53,19,,2022,4 ,true
187.44,20,,2022,4 ,true
147.24,21,,2022,4 ,true
184.42,22,,2022,4 ,true
142.62,23,,2022,4 ,true
169.64,24,,2022,4 ,true
195.91,25,,2022,4 ,true
146.83,26,,2022,4 ,true
133.49,27,,2022,4 ,true
178.41,28,,2022,4 ,true
179.18,29,,2022,4 ,true
821.2,30,,2022,4 ,true
,31,,2022,4 ,true
-0.6,31,,2022,4 ,true
-0.4,31,,2022,4 ,true
0.4,31,,2022,4 ,true
1.2,32,,2022,4 ,true
-4.0,32,,2022,4 ,true
-2.2,32,,2022,4 ,true
-5.0,32,,2022,4 ,true
-6.5,32,,2022,4 ,true
-1.7,32,,2022,4 ,true
-1.7,,2,2022,4 ,false
-1.7,,2,2022,4 ,false
0.2,32,,2022,4 ,true
-0.8,32,,2022,4 ,true
-1.5,32,,2022,4 ,true
-1.5,,2,2022,4 ,false
-3.4,32,,2022,4 ,true
-0.5,32,,2022,4 ,true
4.7,32,,2022,4 ,true
-2.0,32,,2022,4 ,true
1.2,32,,2022,4 ,true
1.4,32,,2022,4 ,true
0.0,32,,2022,4 ,true
1.9,32,,2022,4 ,true
-1.4,32,,2022,4 ,true
-0.2,32,,2022,4 ,true
0.7,32,,2022,4 ,true
-2.6,32,,2022,4 ,true
-3.6,32,,2022,4 ,true
1.4,32,,2022,4 ,true
1.1,32,,2022,4 ,true
2.5,32,,2022,4 ,true
-3.6,32,,2022,4 ,true
1.0,32,,2022,4 ,true
-0.8,32,,2022,4 ,true
15.3,32,,2022,4 ,true
,32,,2022,4 ,true
7.9,32,,2022,4 ,true
4.7,32,,2022,4 ,true
13.4,32,,2022,4 ,true
4.8,32,,2022,4 ,true
4.4,32,,2022,4 ,true
6.9,32,,2022,4 ,true
-3.6,32,,2022,4 ,true
-6.5,32,,2022,4 ,true
2.9,32,,2022,4 ,true
2.9,,2,2022,4 ,false
3.0,,2,2022,4 ,false
16.9,32,,2022,4 ,true
5.5,32,,2022,4 ,true
3.5,32,,2022,4 ,true
3.6,,2,2022,4 ,false
-2.3,32,,2022,4 ,true
4.9,32,,2022,4 ,true
17.3,32,,2022,4 ,true
16.5,32,,2022,4 ,true
8.7,32,,2022,4 ,true
21.0,32,,2022,4 ,true
2.8,32,,2022,4 ,true
16.0,32,,2022,4 ,true
5.6,32,,2022,4 ,true
9.1,32,,2022,4 ,true
5.9,32,,2022,4 ,true
5.3,32,,2022,4 ,true
3.0,32,,2022,4 ,true
9.3,32,,2022,4 ,true
11.3,32,,2022,4 ,true
6.8,32,,2022,4 ,true
-3.7,32,,2022,4 ,true
11.3,32,,2022,4 ,true
9.7,32,,2022,4 ,true
167.8,32,,2022,4 ,true
,32,,2022,4 ,true
